OTU_Full_ID,GAB6329,GAB6330,GAB6331,GAB6858,GAB6859,GAB6860,GAB6409,GAB6410,GAB6411,GAB6930,GAB6931,GAB6932,GABS002,GABS003,GABS008,GAB6634,GAB6635,GAB6636,GAB7003,GAB7004,GAB7005,GAB5926,GAB5927,GAB5928,GAB5284,GAB5285,GAB5286,GAB5869,GAB5870,GAB5871,GAB5358,GAB5359,GAB5360,GABS005,GABS006,GABS013,GABS017,GABS023,GABS024,GAB6701,GAB5427,GAB5732,GAB6280,GAB6702,GAB6802,GAB6360,GAB6878,GAB5733,GAB6703,GAB5428,GABW005,GAB5734,GAB6582,GAB6704,GAB6951,GAB5735,GAB5232,GAB5429,GAB5594,GAB5430
GAB_alkB_OTUa_231_BPA_394_Chevron_0,0,0,0,0,0,0,229,161,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_518_BPA_1229_Chevron_3,139,21,28,0,574,464,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_443_BPA_341_Chevron_0,0,1,10,0,1,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_70_BPA_43_Chevron_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_398_BPA_7_Chevron_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_21_BPA_16388_Chevron_0,2708,521,808,2373,2315,7643,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_306_BPA_3767_Chevron_0,1658,197,202,236,543,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_198_BPA_2398_Chevron_91,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,36,91,18,74,2,98,232,423,40,644,274,373,22,33,5,3,11,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_416_BPA_991_Chevron_18,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,10,19,22,15,0,29,75,155,11,118,60,81,96,88,70,26,74,25,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_258_BPA_649_Chevron_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,85,0,0,0,344,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_161_BPA_3972_Chevron_94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,538,264,1608,340,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_507_BPA_191_Chevron_142,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35,71,76,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_213_BPA_138_Chevron_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_98_BPA_2426_Chevron_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,331,726,325,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_531_BPA_1400_Chevron_0,0,0,1,59,64,1275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_132_BPA_3318_Chevron_0,371,75,202,334,131,2198,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_444_BPA_614_Chevron_0,0,0,0,0,0,0,33,124,454,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_249_BPA_1481_Chevron_0,0,0,0,0,0,0,47,36,285,1005,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_467_BPA_3750_Chevron_0,0,0,0,0,0,0,1074,1529,954,1,1,1,0,2,0,41,126,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_312_BPA_297_Chevron_1,0,0,0,0,0,0,15,20,8,0,0,0,0,11,0,32,172,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_97_BPA_495_Chevron_0,0,0,0,0,0,0,9,0,6,353,50,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_360_BPA_333_Chevron_0,0,0,0,0,0,0,122,138,61,0,0,4,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_90_BPA_1561_Chevron_0,0,0,0,0,0,0,236,1136,153,0,11,3,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_153_BPA_1415_Chevron_0,0,0,0,0,0,0,416,948,46,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_242_BPA_16_Chevron_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_207_BPA_141_Chevron_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_326_BPA_593_Chevron_66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_462_BPA_39_Chevron_0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_66_BPA_5262_Chevron_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,1143,0,158,126,138,4,1812,26,363,19,4,121,55,5,961,100,0,0,0,22
GAB_alkB_OTUa_15_BPA_7855_Chevron_2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,204,499,244,341,107,134,4783,168,339,90,2,11,0,185,500,34,20,69,38,82
GAB_alkB_OTUb_48_BPA_5902_Chevron_2383,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,64,462,381,147,356,218,68,2753,73,262,65,2,145,8,94,225,12,94,60,56,340
GAB_alkB_OTUa_233_BPA_1774_Chevron_551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,149,68,39,91,60,20,752,17,90,13,1,68,1,29,81,3,25,23,22,190
GAB_alkB_OTUb_83_BPA_2429_Chevron_630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,181,90,95,28,37,1466,59,115,38,0,3,0,45,143,14,4,15,19,26
GAB_alkB_OTUa_373_BPA_230_Chevron_88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,131,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_131_BPA_3060_Chevron_982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,80,0,0,437,0,1910,0,0,0,0,0,0,36,304,0,238,0,0,0
GAB_alkB_OTUa_32_BPA_24401_Chevron_779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,260,2983,5963,139,605,30,6,1182,413,631,6772,0,0,140,1038,648,663,738,47,478,1663
GAB_alkB_OTUa_81_BPA_20838_Chevron_256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,8208,1039,0,0,0,0,174,1750,3365,1029,0,485,56,251,128,79,0,3151,12,466
GAB_alkB_OTUa_327_BPA_8531_Chevron_162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,535,2178,0,0,214,0,880,1406,0,713,0,0,51,422,1059,220,113,423,222,33
GAB_alkB_OTUa_165_BPA_729_Chevron_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,313,0,0,0,0,0,0,0,191,0,0,0,0,0
GAB_alkB_OTUa_613_BPA_305_Chevron_1773,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,97,0,18,0,0,0,0,174,0,0,0,0
GAB_alkB_OTUa_441_BPA_35_Chevron_0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_603_BPA_9322_Chevron_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1414,1535,263,0,1,0,69,0,0,2173,0,418,0,0,384,288,19,1212,25,1519
GAB_alkB_OTUb_58_BPA_2225_Chevron_81,0,0,0,0,0,0,0,0,0,0,0,0,4,44,0,246,498,206,241,1,278,66,83,33,253,134,101,7,1,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_338_BPA_692_Chevron_69,0,0,0,0,0,0,0,0,0,0,0,0,2,37,0,127,200,45,53,1,98,6,0,27,0,77,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_54_BPA_3152_Chevron_173,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,24,94,24,49,1,97,115,364,189,1031,634,420,0,12,0,55,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUb_59_BPA_313_Chevron_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,125,5,45,73,41,9,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_406_BPA_174_Chevron_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,25,36,27,8,10,6,10,22,2,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_278_BPA_792_Chevron_8,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,135,230,70,67,0,159,3,43,4,0,19,18,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_287_BPA_484_Chevron_13,0,0,0,0,0,0,35,0,28,0,0,0,2,6,0,83,122,64,39,0,79,21,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_268_BPA_417_Chevron_72,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,19,64,25,0,0,0,4,52,42,0,57,8,24,9,0,11,22,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUc_25_BPA_31663_Chevron_372,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,646,597,368,210,3,501,1128,2659,1074,1464,2827,2108,1165,2429,2317,6493,4243,1276,0,0,31,35,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GAB_alkB_OTUa_38_BPA_991_Chevron_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,20,6,0,19,41,107,34,52,86,70,36,51,75,186,130,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_623_BPA_3482_Chevron_1,64,101,107,12,12,4,357,436,159,1134,994,99,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_506_BPA_198_Chevron_0,0,0,0,0,0,0,0,0,0,192,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_12_BPA_2262_Chevron_18915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,283,3,607,3,77,94,501,14,156,0,71,159,22,0,242,0,0,0,0,0
GAB_alkB_OTUa_113_BPA_13556_Chevron_19255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,1753,0,99,207,792,0,2674,777,2034,47,0,1183,283,89,2975,0,0,0,223,0
GAB_alkB_OTUa_116_BPA_749_Chevron_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,466,46,2,22,32,0,35,21,89,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_608_BPA_79_Chevron_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_192_BPA_241_Chevron_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_622_BPA_27_Chevron_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_239_BPA_67_Chevron_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,36,0,15,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_257_BPA_2244_Chevron_0,0,0,0,0,0,0,363,538,641,590,30,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_339_BPA_265_Chevron_0,0,0,0,0,0,0,1,66,0,191,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_388_BPA_246_Chevron_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_276_BPA_28_Chevron_0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_343_BPA_17_Chevron_0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_585_BPA_303_Chevron_6,0,2,254,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_297_BPA_95_Chevron_0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_519_BPA_233_Chevron_0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_320_BPA_475_Chevron_0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_546_BPA_77_Chevron_0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_336_BPA_162_Chevron_0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_280_BPA_301_Chevron_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,30,5,120,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_483_BPA_95_Chevron_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,1,0,0,0,0
GAB_alkB_OTUa_154_BPA_352_Chevron_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_356_BPA_80_Chevron_1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,1,0,3,0,19,3,4,2,0,26,0,5,0,0,0,0,2,1
GAB_alkB_OTUa_397_BPA_7_Chevron_688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,2
GAB_alkB_OTUa_139_BPA_465_Chevron_2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,179,20,5,41,0,153,3,21,7,0,0,0,5,24,1,0,0,2,0
GAB_alkB_OTUa_344_BPA_923_Chevron_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,256,5,31,30,18,143,0,19,61,0,35,11,65,186,43,1,0,2,10
GAB_alkB_OTUa_240_BPA_7_Chevron_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0
GAB_alkB_OTUa_540_BPA_392_Chevron_0,0,0,0,131,75,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_272_BPA_49_Chevron_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,13,0,1,0,0,13,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_314_BPA_32_Chevron_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_439_BPA_114_Chevron_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,53,9,0,17,0,5,0,0,0,2,2,23,0,0,0,0,0
GAB_alkB_OTUa_432_BPA_549_Chevron_0,0,0,0,0,0,0,98,169,280,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_85_BPA_890_Chevron_0,0,0,0,0,0,0,48,217,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_107_BPA_2198_Chevron_0,153,350,934,106,625,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUb_31_BPA_289_Chevron_0,0,0,0,0,0,0,13,5,17,13,0,0,0,0,0,17,24,23,15,2,17,3,2,9,59,12,5,4,3,16,5,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_458_BPA_121_Chevron_0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,16,14,5,2,16,3,0,7,19,7,6,0,0,6,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_452_BPA_24_Chevron_0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_alkB_OTUa_224_BPA_51_Chevron_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,5,3,1,0,1,10,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
